Team,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
UTA,6,Sun Oct 31 2021,7:00p,,Box Score,@,Milwaukee Bucks,W,,107,95,5,1,W 1,
UTA,7,Tue Nov 2 2021,9:00p,,Box Score,,Sacramento Kings,W,,119,113,6,1,W 2,
UTA,8,Thu Nov 4 2021,7:30p,,Box Score,@,Atlanta Hawks,W,,116,98,7,1,W 3,
UTA,9,Sat Nov 6 2021,7:30p,,Box Score,@,Miami Heat,L,,115,118,7,2,L 1,
UTA,10,Sun Nov 7 2021,6:00p,,Box Score,@,Orlando Magic,L,,100,107,7,3,L 2,
UTA,11,Tue Nov 9 2021,9:00p,,Box Score,,Atlanta Hawks,W,,110,98,8,3,W 1,
UTA,12,Thu Nov 11 2021,9:00p,,Box Score,,Indiana Pacers,L,,100,111,8,4,L 1,
UTA,13,Sat Nov 13 2021,5:00p,,Box Score,,Miami Heat,L,,105,111,8,5,L 2,
UTA,14,Tue Nov 16 2021,10:00p,,Box Score,,Philadelphia 76ers,W,,120,85,9,5,W 1,
UTA,15,Thu Nov 18 2021,9:00p,,Box Score,,Toronto Raptors,W,,119,103,10,5,W 2,
UTA,16,Sat Nov 20 2021,10:00p,,Box Score,@,Sacramento Kings,W,,123,105,11,5,W 3,
UTA,17,Mon Nov 22 2021,9:00p,,Box Score,,Memphis Grizzlies,L,,118,119,11,6,L 1,
UTA,18,Wed Nov 24 2021,8:00p,,Box Score,@,Oklahoma City Thunder,W,,110,104,12,6,W 1,
UTA,19,Fri Nov 26 2021,9:00p,,Box Score,,New Orleans Pelicans,L,,97,98,12,7,L 1,
UTA,20,Sat Nov 27 2021,9:00p,,Box Score,,New Orleans Pelicans,W,,127,105,13,7,W 1,
UTA,21,Mon Nov 29 2021,9:00p,,Box Score,,Portland Trail Blazers,W,,129,107,14,7,W 2,
UTA,22,Fri Dec 3 2021,9:00p,,Box Score,,Boston Celtics,W,,137,130,15,7,W 3,
UTA,23,Sun Dec 5 2021,3:30p,,Box Score,@,Cleveland Cavaliers,W,,109,108,16,7,W 4,
UTA,24,Wed Dec 8 2021,8:00p,,Box Score,@,Minnesota Timberwolves,W,,136,104,17,7,W 5,
UTA,25,Thu Dec 9 2021,7:00p,,Box Score,@,Philadelphia 76ers,W,,118,96,18,7,W 6,
UTA,26,Sat Dec 11 2021,7:00p,,Box Score,@,Washington Wizards,W,,123,98,19,7,W 7,
UTA,27,Wed Dec 15 2021,10:00p,,Box Score,,Los Angeles Clippers,W,,124,103,20,7,W 8,
UTA,28,Fri Dec 17 2021,9:00p,,Box Score,,San Antonio Spurs,L,,126,128,20,8,L 1,
UTA,29,Sat Dec 18 2021,9:00p,,Box Score,,Washington Wizards,L,,103,109,20,9,L 2,
UTA,30,Mon Dec 20 2021,9:00p,,Box Score,,Charlotte Hornets,W,,112,102,21,9,W 1,
UTA,31,Thu Dec 23 2021,9:00p,,Box Score,,Minnesota Timberwolves,W,,128,116,22,9,W 2,
UTA,32,Sat Dec 25 2021,10:30p,,Box Score,,Dallas Mavericks,W,,120,116,23,9,W 3,
UTA,33,Mon Dec 27 2021,8:30p,,Box Score,@,San Antonio Spurs,W,,110,104,24,9,W 4,
UTA,34,Wed Dec 29 2021,10:00p,,Box Score,@,Portland Trail Blazers,W,,120,105,25,9,W 5,
UTA,35,Fri Dec 31 2021,9:00p,,Box Score,,Minnesota Timberwolves,W,,120,108,26,9,W 6,
UTA,36,Sat Jan 1 2022,9:00p,,Box Score,,Golden State Warriors,L,,116,123,26,10,L 1,
UTA,37,Mon Jan 3 2022,8:00p,,Box Score,@,New Orleans Pelicans,W,,115,104,27,10,W 1,
UTA,38,Wed Jan 5 2022,10:00p,,Box Score,@,Denver Nuggets,W,,115,109,28,10,W 2,
UTA,39,Fri Jan 7 2022,7:30p,,Box Score,@,Toronto Raptors,L,,108,122,28,11,L 1,
UTA,40,Sat Jan 8 2022,7:00p,,Box Score,@,Indiana Pacers,L,,113,125,28,12,L 2,
UTA,41,Mon Jan 10 2022,7:00p,,Box Score,@,Detroit Pistons,L,,116,126,28,13,L 3,
UTA,42,Wed Jan 12 2022,9:00p,,Box Score,,Cleveland Cavaliers,L,,91,111,28,14,L 4,
UTA,43,Sun Jan 16 2022,8:00p,,Box Score,@,Denver Nuggets,W,,125,102,29,14,W 1,
UTA,44,Mon Jan 17 2022,10:30p,,Box Score,@,Los Angeles Lakers,L,,95,101,29,15,L 1,
UTA,45,Wed Jan 19 2022,9:00p,,Box Score,,Houston Rockets,L,,111,116,29,16,L 2,
UTA,46,Fri Jan 21 2022,9:00p,,Box Score,,Detroit Pistons,W,,111,101,30,16,W 1,
UTA,47,Sun Jan 23 2022,8:30p,,Box Score,@,Golden State Warriors,L,,92,94,30,17,L 1,
UTA,48,Mon Jan 24 2022,9:00p,,Box Score,@,Phoenix Suns,L,,109,115,30,18,L 2,
UTA,49,Wed Jan 26 2022,10:00p,,Box Score,,Phoenix Suns,L,,97,105,30,19,L 3,
UTA,50,Fri Jan 28 2022,8:00p,,Box Score,@,Memphis Grizzlies,L,,109,119,30,20,L 4,
UTA,51,Sun Jan 30 2022,8:00p,,Box Score,@,Minnesota Timberwolves,L,,106,126,30,21,L 5,
UTA,52,Wed Feb 2 2022,10:00p,,Box Score,,Denver Nuggets,W,,108,104,31,21,W 1,
UTA,53,Fri Feb 4 2022,9:00p,,Box Score,,Brooklyn Nets,W,,125,102,32,21,W 2,
UTA,54,Mon Feb 7 2022,9:00p,,Box Score,,New York Knicks,W,,113,104,33,21,W 3,
UTA,55,Wed Feb 9 2022,10:00p,,Box Score,,Golden State Warriors,W,,111,85,34,21,W 4,
UTA,56,Fri Feb 11 2022,9:00p,,Box Score,,Orlando Magic,W,,114,99,35,21,W 5,
UTA,57,Mon Feb 14 2022,9:00p,,Box Score,,Houston Rockets,W,,135,101,36,21,W 6,
UTA,58,Wed Feb 16 2022,10:00p,,Box Score,@,Los Angeles Lakers,L,,101,106,36,22,L 1,
UTA,59,Fri Feb 25 2022,9:00p,,Box Score,,Dallas Mavericks,W,,114,109,37,22,W 1,
UTA,60,Sun Feb 27 2022,3:30p,,Box Score,@,Phoenix Suns,W,,118,114,38,22,W 2,
UTA,61,Wed Mar 2 2022,8:00p,,Box Score,@,Houston Rockets,W,OT,132,127,39,22,W 3,
UTA,62,Fri Mar 4 2022,8:00p,,Box Score,@,New Orleans Pelicans,L,,90,124,39,23,L 1,
UTA,63,Sun Mar 6 2022,7:00p,,Box Score,@,Oklahoma City Thunder,W,,116,103,40,23,W 1,
UTA,64,Mon Mar 7 2022,8:30p,,Box Score,@,Dallas Mavericks,L,,103,111,40,24,L 1,
UTA,65,Wed Mar 9 2022,10:00p,,Box Score,,Portland Trail Blazers,W,,123,85,41,24,W 1,
UTA,66,Fri Mar 11 2022,8:30p,,Box Score,@,San Antonio Spurs,L,,102,104,41,25,L 1,
UTA,67,Sat Mar 12 2022,9:00p,,Box Score,,Sacramento Kings,W,,134,125,42,25,W 1,
UTA,68,Mon Mar 14 2022,10:00p,,Box Score,,Milwaukee Bucks,L,,111,117,42,26,L 1,
UTA,69,Wed Mar 16 2022,9:00p,,Box Score,,Chicago Bulls,W,,125,110,43,26,W 1,
UTA,70,Fri Mar 18 2022,9:00p,,Box Score,,Los Angeles Clippers,W,,121,92,44,26,W 2,
UTA,71,Sun Mar 20 2022,7:30p,,Box Score,@,New York Knicks,W,,108,93,45,26,W 3,
UTA,72,Mon Mar 21 2022,7:30p,,Box Score,@,Brooklyn Nets,L,,106,114,45,27,L 1,
UTA,73,Wed Mar 23 2022,7:30p,,Box Score,@,Boston Celtics,L,,97,125,45,28,L 2,
UTA,74,Fri Mar 25 2022,7:00p,,Box Score,@,Charlotte Hornets,L,,101,107,45,29,L 3,
UTA,75,Sun Mar 27 2022,7:30p,,Box Score,@,Dallas Mavericks,L,,100,114,45,30,L 4,
UTA,76,Tue Mar 29 2022,10:00p,,Box Score,@,Los Angeles Clippers,L,,115,121,45,31,L 5,
UTA,77,Thu Mar 31 2022,10:00p,,Box Score,,Los Angeles Lakers,W,,122,109,46,31,W 1,
UTA,78,Sat Apr 2 2022,8:30p,,Box Score,@,Golden State Warriors,L,,107,111,46,32,L 1,
UTA,79,Tue Apr 5 2022,9:00p,,Box Score,,Memphis Grizzlies,W,OT,121,115,47,32,W 1,
UTA,80,Wed Apr 6 2022,9:00p,,Box Score,,Oklahoma City Thunder,W,,137,101,48,32,W 2,
UTA,81,Fri Apr 8 2022,9:30p,,Box Score,,Phoenix Suns,L,,105,111,48,33,L 1,
UTA,82,Sun Apr 10 2022,9:30p,,Box Score,@,Portland Trail Blazers,W,,111,80,49,33,W 1,
OKC,1,Wed Oct 20 2021,9:00p,,Box Score,@,Utah Jazz,L,,86,107,0,1,L 1,
OKC,2,Fri Oct 22 2021,8:00p,,Box Score,@,Houston Rockets,L,,91,124,0,2,L 2,
OKC,3,Sun Oct 24 2021,7:00p,,Box Score,,Philadelphia 76ers,L,,103,115,0,3,L 3,
OKC,4,Tue Oct 26 2021,8:00p,,Box Score,,Golden State Warriors,L,,98,106,0,4,L 4,
OKC,5,Wed Oct 27 2021,8:00p,,Box Score,,Los Angeles Lakers,W,,123,115,1,4,W 1,
OKC,6,Sat Oct 30 2021,8:30p,,Box Score,@,Golden State Warriors,L,,82,103,1,5,L 1,
OKC,7,Mon Nov 1 2021,10:30p,,Box Score,@,Los Angeles Clippers,L,,94,99,1,6,L 2,
OKC,8,Thu Nov 4 2021,10:30p,,Box Score,@,Los Angeles Lakers,W,,107,104,2,6,W 1,
OKC,9,Sun Nov 7 2021,7:00p,,Box Score,,San Antonio Spurs,W,,99,94,3,6,W 2,
OKC,10,Wed Nov 10 2021,8:00p,,Box Score,@,New Orleans Pelicans,W,,108,100,4,6,W 3,
OKC,11,Fri Nov 12 2021,8:00p,,Box Score,,Sacramento Kings,W,,105,103,5,6,W 4,
OKC,12,Sun Nov 14 2021,7:00p,,Box Score,,Brooklyn Nets,L,,96,120,5,7,L 1,
OKC,13,Mon Nov 15 2021,8:00p,,Box Score,,Miami Heat,L,,90,103,5,8,L 2,
OKC,14,Wed Nov 17 2021,8:00p,,Box Score,,Houston Rockets,W,,101,89,6,8,W 1,
OKC,15,Fri Nov 19 2021,8:00p,,Box Score,@,Milwaukee Bucks,L,,89,96,6,9,L 1,
OKC,16,Sat Nov 20 2021,7:30p,,Box Score,@,Boston Celtics,L,,105,111,6,10,L 2,
OKC,17,Mon Nov 22 2021,7:30p,,Box Score,@,Atlanta Hawks,L,,101,113,6,11,L 3,
OKC,18,Wed Nov 24 2021,8:00p,,Box Score,,Utah Jazz,L,,104,110,6,12,L 4,
OKC,19,Fri Nov 26 2021,8:00p,,Box Score,,Washington Wizards,L,,99,101,6,13,L 5,
OKC,20,Mon Nov 29 2021,8:00p,,Box Score,@,Houston Rockets,L,,89,102,6,14,L 6,
OKC,21,Wed Dec 1 2021,8:00p,,Box Score,,Houston Rockets,L,,110,114,6,15,L 7,
OKC,22,Thu Dec 2 2021,8:00p,,Box Score,@,Memphis Grizzlies,L,,79,152,6,16,L 8,
OKC,23,Mon Dec 6 2021,7:00p,,Box Score,@,Detroit Pistons,W,,114,103,7,16,W 1,
OKC,24,Wed Dec 8 2021,7:30p,,Box Score,@,Toronto Raptors,W,,110,109,8,16,W 2,
OKC,25,Fri Dec 10 2021,8:00p,,Box Score,,Los Angeles Lakers,L,,95,116,8,17,L 1,
OKC,26,Sun Dec 12 2021,7:00p,,Box Score,,Dallas Mavericks,L,,84,103,8,18,L 2,
OKC,27,Wed Dec 15 2021,8:00p,,Box Score,,New Orleans Pelicans,L,,110,113,8,19,L 3,
OKC,28,Sat Dec 18 2021,8:00p,,Box Score,,Los Angeles Clippers,W,,104,103,9,19,W 1,
OKC,29,Mon Dec 20 2021,8:00p,,Box Score,@,Memphis Grizzlies,W,,102,99,10,19,W 2,
OKC,30,Wed Dec 22 2021,8:00p,,Box Score,,Denver Nuggets,W,,108,94,11,19,W 3,
OKC,31,Thu Dec 23 2021,9:00p,,Box Score,@,Phoenix Suns,L,,101,113,11,20,L 1,
OKC,32,Sun Dec 26 2021,7:00p,,Box Score,,New Orleans Pelicans,W,,117,112,12,20,W 1,
OKC,33,Tue Dec 28 2021,10:00p,,Box Score,@,Sacramento Kings,L,,111,117,12,21,L 1,
OKC,34,Wed Dec 29 2021,9:00p,,Box Score,@,Phoenix Suns,L,,97,115,12,22,L 2,
OKC,35,Fri Dec 31 2021,8:00p,,Box Score,,New York Knicks,W,,95,80,13,22,W 1,
OKC,36,Sun Jan 2 2022,7:00p,,Box Score,,Dallas Mavericks,L,,86,95,13,23,L 1,
OKC,37,Wed Jan 5 2022,8:00p,,Box Score,@,Minnesota Timberwolves,L,,90,98,13,24,L 2,
OKC,38,Fri Jan 7 2022,8:00p,,Box Score,,Minnesota Timberwolves,L,,105,135,13,25,L 3,
OKC,39,Sun Jan 9 2022,7:00p,,Box Score,,Denver Nuggets,L,,95,99,13,26,L 4,
OKC,40,Tue Jan 11 2022,7:00p,,Box Score,@,Washington Wizards,L,,118,122,13,27,L 5,
OKC,41,Thu Jan 13 2022,8:30p,,Box Score,@,Brooklyn Nets,W,,130,109,14,27,W 1,
OKC,42,Sat Jan 15 2022,8:00p,,Box Score,,Cleveland Cavaliers,L,,102,107,14,28,L 1,
OKC,43,Mon Jan 17 2022,8:30p,,Box Score,@,Dallas Mavericks,L,,102,104,14,29,L 2,
OKC,44,Wed Jan 19 2022,8:30p,,Box Score,@,San Antonio Spurs,L,,96,118,14,30,L 3,
OKC,45,Fri Jan 21 2022,7:00p,,Box Score,@,Charlotte Hornets,L,,98,121,14,31,L 4,
OKC,46,Sat Jan 22 2022,8:00p,,Box Score,@,Cleveland Cavaliers,L,,87,94,14,32,L 5,
OKC,47,Mon Jan 24 2022,8:00p,,Box Score,,Chicago Bulls,L,,110,111,14,33,L 6,
OKC,48,Fri Jan 28 2022,8:00p,,Box Score,,Indiana Pacers,L,OT,110,113,14,34,L 7,
OKC,49,Mon Jan 31 2022,8:00p,,Box Score,,Portland Trail Blazers,W,,98,81,15,34,W 1,
OKC,50,Wed Feb 2 2022,8:30p,,Box Score,@,Dallas Mavericks,W,OT,120,114,16,34,W 2,
OKC,51,Fri Feb 4 2022,10:00p,,Box Score,@,Portland Trail Blazers,W,,96,93,17,34,W 3,
OKC,52,Sat Feb 5 2022,10:00p,,Box Score,@,Sacramento Kings,L,,103,113,17,35,L 1,
OKC,53,Mon Feb 7 2022,8:00p,,Box Score,,Golden State Warriors,L,,98,110,17,36,L 2,
OKC,54,Wed Feb 9 2022,8:00p,,Box Score,,Toronto Raptors,L,,98,117,17,37,L 3,
OKC,55,Fri Feb 11 2022,7:00p,,Box Score,@,Philadelphia 76ers,L,,87,100,17,38,L 4,
OKC,56,Sat Feb 12 2022,8:00p,,Box Score,@,Chicago Bulls,L,,101,106,17,39,L 5,
OKC,57,Mon Feb 14 2022,7:30p,,Box Score,@,New York Knicks,W,OT,127,123,18,39,W 1,
OKC,58,Wed Feb 16 2022,8:00p,,Box Score,,San Antonio Spurs,L,,106,114,18,40,L 1,
OKC,59,Thu Feb 24 2022,8:00p,,Box Score,,Phoenix Suns,L,,104,124,18,41,L 2,
OKC,60,Fri Feb 25 2022,7:00p,,Box Score,@,Indiana Pacers,W,OT,129,125,19,41,W 1,
OKC,61,Mon Feb 28 2022,8:00p,,Box Score,,Sacramento Kings,L,,110,131,19,42,L 1,
OKC,62,Wed Mar 2 2022,9:00p,,Box Score,@,Denver Nuggets,W,,119,107,20,42,W 1,
OKC,63,Fri Mar 4 2022,8:00p,,Box Score,,Minnesota Timberwolves,L,,101,138,20,43,L 1,
OKC,64,Sun Mar 6 2022,7:00p,,Box Score,,Utah Jazz,L,,103,116,20,44,L 2,
OKC,65,Tue Mar 8 2022,8:00p,,Box Score,,Milwaukee Bucks,L,,115,142,20,45,L 3,
OKC,66,Wed Mar 9 2022,8:00p,,Box Score,@,Minnesota Timberwolves,L,,102,132,20,46,L 4,
OKC,67,Sun Mar 13 2022,7:00p,,Box Score,,Memphis Grizzlies,L,,118,125,20,47,L 5,
OKC,68,Mon Mar 14 2022,8:00p,,Box Score,,Charlotte Hornets,L,,116,134,20,48,L 6,
OKC,69,Wed Mar 16 2022,8:30p,,Box Score,@,San Antonio Spurs,L,,120,122,20,49,L 7,
OKC,70,Fri Mar 18 2022,8:00p,,Box Score,@,Miami Heat,L,,108,120,20,50,L 8,
OKC,71,Sun Mar 20 2022,6:00p,,Box Score,@,Orlando Magic,L,,85,90,20,51,L 9,
OKC,72,Mon Mar 21 2022,8:00p,,Box Score,,Boston Celtics,L,,123,132,20,52,L 10,
OKC,73,Wed Mar 23 2022,8:00p,,Box Score,,Orlando Magic,W,,118,102,21,52,W 1,
OKC,74,Sat Mar 26 2022,9:00p,,Box Score,@,Denver Nuggets,L,,107,113,21,53,L 1,
OKC,75,Mon Mar 28 2022,10:00p,,Box Score,@,Portland Trail Blazers,W,OT,134,131,22,53,W 1,
OKC,76,Wed Mar 30 2022,8:00p,,Box Score,,Atlanta Hawks,L,,118,136,22,54,L 1,
OKC,77,Fri Apr 1 2022,8:00p,,Box Score,,Detroit Pistons,L,,101,110,22,55,L 2,
OKC,78,Sun Apr 3 2022,7:00p,,Box Score,,Phoenix Suns,W,,117,96,23,55,W 1,
OKC,79,Tue Apr 5 2022,8:00p,,Box Score,,Portland Trail Blazers,W,,98,94,24,55,W 2,
OKC,80,Wed Apr 6 2022,9:00p,,Box Score,@,Utah Jazz,L,,101,137,24,56,L 1,
OKC,81,Fri Apr 8 2022,10:30p,,Box Score,@,Los Angeles Lakers,L,,101,120,24,57,L 2,
OKC,82,Sun Apr 10 2022,9:30p,,Box Score,@,Los Angeles Clippers,L,,88,138,24,58,L 3,
POR,1,Wed Oct 20 2021,10:00p,,Box Score,,Sacramento Kings,L,,121,124,0,1,L 1,
POR,2,Sat Oct 23 2021,10:00p,,Box Score,,Phoenix Suns,W,,134,105,1,1,W 1,
POR,3,Mon Oct 25 2021,10:30p,,Box Score,@,Los Angeles Clippers,L,,86,116,1,2,L 1,
POR,4,Wed Oct 27 2021,10:00p,,Box Score,,Memphis Grizzlies,W,,116,96,2,2,W 1,
POR,5,Fri Oct 29 2021,10:00p,,Box Score,,Los Angeles Clippers,W,,111,92,3,2,W 2,
POR,6,Sun Oct 31 2021,7:00p,,Box Score,@,Charlotte Hornets,L,,113,125,3,3,L 1,
POR,7,Mon Nov 1 2021,7:00p,,Box Score,@,Philadelphia 76ers,L,,103,113,3,4,L 2,
POR,8,Wed Nov 3 2021,7:00p,,Box Score,@,Cleveland Cavaliers,L,,104,107,3,5,L 3,
POR,9,Fri Nov 5 2021,10:00p,,Box Score,,Indiana Pacers,W,,110,106,4,5,W 1,
POR,10,Sat Nov 6 2021,10:30p,,Box Score,,Los Angeles Lakers,W,,105,90,5,5,W 2,
POR,11,Tue Nov 9 2021,10:00p,,Box Score,@,Los Angeles Clippers,L,,109,117,5,6,L 1,
POR,12,Wed Nov 10 2021,9:00p,,Box Score,@,Phoenix Suns,L,,109,119,5,7,L 2,
POR,13,Fri Nov 12 2021,8:00p,,Box Score,@,Houston Rockets,W,,104,92,6,7,W 1,
POR,14,Sun Nov 14 2021,8:00p,,Box Score,@,Denver Nuggets,L,,95,124,6,8,L 1,
POR,15,Mon Nov 15 2021,10:00p,,Box Score,,Toronto Raptors,W,,118,113,7,8,W 1,
POR,16,Wed Nov 17 2021,10:00p,,Box Score,,Chicago Bulls,W,,112,107,8,8,W 2,
POR,17,Sat Nov 20 2021,10:00p,,Box Score,,Philadelphia 76ers,W,,118,111,9,8,W 3,
POR,18,Tue Nov 23 2021,10:00p,,Box Score,,Denver Nuggets,W,,119,100,10,8,W 4,
POR,19,Wed Nov 24 2021,10:00p,,Box Score,@,Sacramento Kings,L,,121,125,10,9,L 1,
POR,20,Fri Nov 26 2021,10:00p,,Box Score,@,Golden State Warriors,L,,103,118,10,10,L 2,
POR,21,Mon Nov 29 2021,9:00p,,Box Score,@,Utah Jazz,L,,107,129,10,11,L 3,
POR,22,Tue Nov 30 2021,10:00p,,Box Score,,Detroit Pistons,W,,110,92,11,11,W 1,
POR,23,Thu Dec 2 2021,10:00p,,Box Score,,San Antonio Spurs,L,,83,114,11,12,L 1,
POR,24,Sat Dec 4 2021,10:00p,,Box Score,,Boston Celtics,L,,117,145,11,13,L 2,
POR,25,Mon Dec 6 2021,10:00p,,Box Score,,Los Angeles Clippers,L,,90,102,11,14,L 3,
POR,26,Wed Dec 8 2021,10:00p,,Box Score,@,Golden State Warriors,L,,94,104,11,15,L 4,
POR,27,Sun Dec 12 2021,9:00p,,Box Score,,Minnesota Timberwolves,L,,111,116,11,16,L 5,
POR,28,Tue Dec 14 2021,10:00p,,Box Score,,Phoenix Suns,L,OT,107,111,11,17,L 6,
POR,29,Wed Dec 15 2021,10:00p,,Box Score,,Memphis Grizzlies,L,,103,113,11,18,L 7,
POR,30,Fri Dec 17 2021,10:00p,,Box Score,,Charlotte Hornets,W,,125,116,12,18,W 1,
POR,31,Sun Dec 19 2021,6:00p,,Box Score,@,Memphis Grizzlies,W,,105,100,13,18,W 2,
POR,32,Tue Dec 21 2021,8:00p,,Box Score,@,New Orleans Pelicans,L,,97,111,13,19,L 1,
POR,33,Mon Dec 27 2021,10:00p,,Box Score,,Dallas Mavericks,L,,117,132,13,20,L 2,
POR,34,Wed Dec 29 2021,10:00p,,Box Score,,Utah Jazz,L,,105,120,13,21,L 3,
POR,35,Fri Dec 31 2021,10:30p,,Box Score,@,Los Angeles Lakers,L,,106,139,13,22,L 4,
POR,36,Mon Jan 3 2022,10:00p,,Box Score,,Atlanta Hawks,W,,136,131,14,22,W 1,
POR,37,Wed Jan 5 2022,10:00p,,Box Score,,Miami Heat,L,,109,115,14,23,L 1,
POR,38,Fri Jan 7 2022,10:00p,,Box Score,,Cleveland Cavaliers,L,,101,114,14,24,L 2,
POR,39,Sun Jan 9 2022,9:00p,,Box Score,,Sacramento Kings,W,,103,88,15,24,W 1,
POR,40,Mon Jan 10 2022,10:00p,,Box Score,,Brooklyn Nets,W,,114,108,16,24,W 2,
POR,41,Thu Jan 13 2022,10:00p,,Box Score,@,Denver Nuggets,L,,108,140,16,25,L 1,
POR,42,Sat Jan 15 2022,7:00p,,Box Score,@,Washington Wizards,W,,115,110,17,25,W 1,
POR,43,Mon Jan 17 2022,7:00p,,Box Score,@,Orlando Magic,W,,98,88,18,25,W 2,
POR,44,Wed Jan 19 2022,7:30p,,Box Score,@,Miami Heat,L,,92,104,18,26,L 1,
POR,45,Fri Jan 21 2022,7:30p,,Box Score,@,Boston Celtics,W,,109,105,19,26,W 1,
POR,46,Sun Jan 23 2022,6:00p,,Box Score,@,Toronto Raptors,W,,114,105,20,26,W 2,
POR,47,Tue Jan 25 2022,10:00p,,Box Score,,Minnesota Timberwolves,L,,107,109,20,27,L 1,
POR,48,Wed Jan 26 2022,10:00p,,Box Score,,Dallas Mavericks,L,,112,132,20,28,L 2,
POR,49,Fri Jan 28 2022,8:00p,,Box Score,@,Houston Rockets,W,,125,110,21,28,W 1,
POR,50,Sun Jan 30 2022,3:30p,,Box Score,@,Chicago Bulls,L,,116,130,21,29,L 1,
POR,51,Mon Jan 31 2022,8:00p,,Box Score,@,Oklahoma City Thunder,L,,81,98,21,30,L 2,
POR,52,Wed Feb 2 2022,10:30p,,Box Score,@,Los Angeles Lakers,L,,94,99,21,31,L 3,
POR,53,Fri Feb 4 2022,10:00p,,Box Score,,Oklahoma City Thunder,L,,93,96,21,32,L 4,
POR,54,Sat Feb 5 2022,10:00p,,Box Score,,Milwaukee Bucks,L,,108,137,21,33,L 5,
POR,55,Tue Feb 8 2022,10:00p,,Box Score,,Orlando Magic,L,,95,113,21,34,L 6,
POR,56,Wed Feb 9 2022,10:00p,,Box Score,,Los Angeles Lakers,W,,107,105,22,34,W 1,
POR,57,Sat Feb 12 2022,5:00p,,Box Score,,New York Knicks,W,,112,103,23,34,W 2,
POR,58,Mon Feb 14 2022,8:00p,,Box Score,@,Milwaukee Bucks,W,,122,107,24,34,W 3,
POR,59,Wed Feb 16 2022,8:00p,,Box Score,@,Memphis Grizzlies,W,,123,119,25,34,W 4,
POR,60,Thu Feb 24 2022,10:00p,,Box Score,,Golden State Warriors,L,,95,132,25,35,L 1,
POR,61,Sun Feb 27 2022,9:00p,,Box Score,,Denver Nuggets,L,,92,124,25,36,L 2,
POR,62,Wed Mar 2 2022,10:00p,,Box Score,@,Phoenix Suns,L,,90,120,25,37,L 3,
POR,63,Sat Mar 5 2022,8:00p,,Box Score,@,Minnesota Timberwolves,L,,121,135,25,38,L 4,
POR,64,Mon Mar 7 2022,8:00p,,Box Score,@,Minnesota Timberwolves,L,,81,124,25,39,L 5,
POR,65,Wed Mar 9 2022,10:00p,,Box Score,@,Utah Jazz,L,,85,123,25,40,L 6,
POR,66,Sat Mar 12 2022,10:00p,,Box Score,,Washington Wizards,W,,127,118,26,40,W 1,
POR,67,Mon Mar 14 2022,7:30p,,Box Score,@,Atlanta Hawks,L,,113,122,26,41,L 1,
POR,68,Wed Mar 16 2022,7:30p,,Box Score,@,New York Knicks,L,,98,128,26,42,L 2,
POR,69,Fri Mar 18 2022,7:30p,,Box Score,@,Brooklyn Nets,L,,123,128,26,43,L 3,
POR,70,Sun Mar 20 2022,3:30p,,Box Score,@,Indiana Pacers,L,,98,129,26,44,L 4,
POR,71,Mon Mar 21 2022,7:00p,,Box Score,@,Detroit Pistons,W,,119,115,27,44,W 1,
POR,72,Wed Mar 23 2022,10:00p,,Box Score,,San Antonio Spurs,L,,96,133,27,45,L 1,
POR,73,Fri Mar 25 2022,10:00p,,Box Score,,Houston Rockets,L,,106,125,27,46,L 2,
POR,74,Sat Mar 26 2022,10:00p,,Box Score,,Houston Rockets,L,,98,115,27,47,L 3,
POR,75,Mon Mar 28 2022,10:00p,,Box Score,,Oklahoma City Thunder,L,OT,131,134,27,48,L 4,
POR,76,Wed Mar 30 2022,10:00p,,Box Score,,New Orleans Pelicans,L,,107,117,27,49,L 5,
POR,77,Fri Apr 1 2022,8:30p,,Box Score,@,San Antonio Spurs,L,,111,130,27,50,L 6,
POR,78,Sun Apr 3 2022,7:00p,,Box Score,@,San Antonio Spurs,L,,92,113,27,51,L 7,
POR,79,Tue Apr 5 2022,8:00p,,Box Score,@,Oklahoma City Thunder,L,,94,98,27,52,L 8,
POR,80,Thu Apr 7 2022,8:00p,,Box Score,@,New Orleans Pelicans,L,,94,127,27,53,L 9,
POR,81,Fri Apr 8 2022,8:30p,,Box Score,@,Dallas Mavericks,L,,78,128,27,54,L 10,
POR,82,Sun Apr 10 2022,9:30p,,Box Score,,Utah Jazz,L,,80,111,27,55,L 11,
MIL,1,Tue Oct 19 2021,7:30p,,Box Score,,Brooklyn Nets,W,,127,104,1,0,W 1,
MIL,2,Thu Oct 21 2021,8:00p,,Box Score,@,Miami Heat,L,,95,137,1,1,L 1,
MIL,3,Sat Oct 23 2021,8:30p,,Box Score,@,San Antonio Spurs,W,,121,111,2,1,W 1,
MIL,4,Mon Oct 25 2021,7:00p,,Box Score,@,Indiana Pacers,W,,119,109,3,1,W 2,
MIL,5,Wed Oct 27 2021,8:00p,,Box Score,,Minnesota Timberwolves,L,,108,113,3,2,L 1,
MIL,6,Sat Oct 30 2021,8:00p,,Box Score,,San Antonio Spurs,L,,93,102,3,3,L 2,
MIL,7,Sun Oct 31 2021,7:00p,,Box Score,,Utah Jazz,L,,95,107,3,4,L 3,
MIL,8,Tue Nov 2 2021,7:00p,,Box Score,@,Detroit Pistons,W,,117,89,4,4,W 1,
